[27012:41124:0304/100321.415:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[27012:41124:0304/100321.672:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[27012:32284:0304/100324.862:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.865:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.869:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:32284:0304/100324.873:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata: IO error: C:\Users\Chris\Documents\GitHub\FriendShip\FriendShip\Saved\webcache_6613\Default\shared_proto_db\metadata/MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:30216:0304/100325.416:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[27012:30216:0304/100325.417:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001: Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[24724:27800:0304/100326.712:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-E36E0EF83C2D959B4C7C56F135255161 will be ignored
[27012:16276:0304/100329.192:ERROR:cast_crl.cc(443)] CRL - Verification failed.
[27012:41124:0304/100332.042:ERROR:device_event_log_impl.cc(196)] [10:03:32.041] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[27012:16276:0304/102724.680:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/102752.683:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/102756.684:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/102806.683:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/102822.682:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/102832.680:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/102851.681:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/102901.680:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/102944.679:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/102954.678:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103025.677:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[19320:47876:0304/103041.009:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://safebrowsing.googleapis.com/v4/threatListUpdates:fetch?$req=ChoKCGNocm9taXVtEg4xMjguMC42NjEzLjEzOBoMCAUQASIEIAEgAigBGgwIARABIgQgASACKAEaDAgDEAEiBCABIAIoARoMCAcQASIEIAEgAigBGgwIARAIIgQgASACKAQaDAgPEAEiBCABIAIoARoMCAkQASIEIAEgAigBIgIIAQ==&$ct=application/x-protobuf&key=dummytoken
[19320:47876:0304/103041.023:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[19320:47876:0304/103041.053:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[27012:16276:0304/103041.675:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103218.672:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103222.674:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=26})
[27012:16276:0304/103229.672:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103235.672:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103241.004:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103324.004:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103326.004:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103344.005:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103351.004:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103402.002:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
[27012:16276:0304/103438.006:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=27})
[27012:16276:0304/103450.006:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066CC000F6D40}, {new_limit=28})
